,artist,album,reviewauthor,score,releaseyear,reviewdate,recordlabel,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
127,Scuba,DJ-Kicks,Andrew Ryce,8.0,2011,October 25 2011,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
128,Apparat,DJ-Kicks,Tal Rosenberg,7.2,2010,October 27 2010,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
129,James Holden,DJ-Kicks,Joe Colly,7.7,2010,May 24 2010,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
130,Hercules and Love Affair,DJ-Kicks,Tim Finney,7.0,2012,October 22 2012,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
131,Moodymann,DJ-Kicks,Andy Beta,8.4,2016,February 17 2016,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
132,Tiga,DJ Kicks,Nitsuh Abebe,8.2,2003,March 24 2003,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
133,Hot Chip,DJ Kicks,Mark Pytlik,8.0,2007,May 23 2007,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
134,The Juan MacLean,DJ-Kicks,Nate Patrin,8.1,2010,April 28 2010,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
135,Motor City Drum Ensemble,DJ-Kicks,Jess Harvell,8.0,2011,July 29 2011,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
136,Annie,DJ-Kicks,Nick Sylvester,7.5,2005,October 25 2005,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
137,Lone,DJ-Kicks,Ben Cardew,7.6,2017,September 30 2017,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
138,Four Tet,DJ Kicks,Mark Richardson,8.1,2006,June 26 2006,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
139,Dâm-Funk,DJ-Kicks,Miles Raymer,7.7,2016,June 3 2016,!K7,Pop/R&B,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
140,DJ Koze,DJ-Kicks,Mark Richardson,8.0,2015,June 16 2015,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
141,Erlend Øye,DJ Kicks,Nick Sylvester,8.2,2004,May 7 2004,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
142,1990s,Kicks,Rebecca Raber,4.9,2009,April 22 2009,Rough Trade,Rock,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
143,Jackmaster,DJ-Kicks,Nathan Reese,7.5,2016,July 15 2016,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
144,John Talabot,DJ-Kicks,Larry Fitzmaurice,7.9,2013,November 15 2013,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
145,Kode9,DJ-Kicks,Andy Battaglia,7.3,2010,June 24 2010,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
146,Chromeo,DJ-Kicks,Mike Orme,6.5,2009,October 9 2009,!K7,Electronic,0.6609999999999999,0.587470588,7.058823529,-15.24864706,0.059094118,0.100988941,0.7544708609999999,0.201105882,0.575941176,136.0112941
147,Rufus Wainwright,Milwaukee at Last!!!,Stephen M. Deusner,7.2,2009,October 1 2009,Decca,Rock,0.3159,0.4541,6.1,-9.1819,0.04046,0.6233,0.00135677,0.9063,0.21295,113.0295
148,Neko Case,The Virginian,Stephen M. Deusner,7.3,1997,November 9 2007,Mint,Folk/Country,0.783933333,0.5396,5.8666666670000005,-10.06593333,0.318866667,0.077335467,0.032149411,0.137393333,0.573733333,120.6657333
149,Cursive,Cursive's Domestica,Taylor M. Clark,8.0,2000,June 20 2000,Saddle Creek,Rock,0.436111111,0.793333333,3.5555555560000003,-5.521444444,0.070433333,0.020517778,0.011618272,0.209577778,0.554333333,138.9566667
150,Jeffrey Lewis,'Em Are I,Marc Hogan,6.3,2009,May 19 2009,Rough Trade,Rock,0.468909091,0.722454545,2.636363636,-7.113181817999999,0.057590909,0.373627273,0.087488978,0.177881818,0.593272727,132.5418182
151,Built to Spill,Ancient Melodies of the Future,Spencer Owen,8.6,2001,July 10 2001,Warner Bros.,Rock,0.34,0.7638,3.5,-5.4795,0.03474,0.00299941,0.1330111,0.11339,0.4954,115.721
152,Dead Man's Bones,Dead Man's Bones,Rob Mitchum,7.1,2009,October 6 2009,Anti-,Rock,0.433416667,0.4604166670000001,7.083333333,-12.80391667,0.101608333,0.710916667,0.370633617,0.237208333,0.27935,121.6564167
153,Carsten Jost,Perishable Tactics,Philip Sherburne,7.0,2017,February 8 2017,Dial,Electronic,0.562927273,0.444090909,4.454545455,-14.02,0.049154545,0.193207273,0.813818182,0.165063636,0.275381818,114.7692727
154,Baptist Generals,No Silver/No Gold,Brandon Stosuy,8.5,2003,April 3 2003,Sub Pop,Electronic,0.530166667,0.362808333,4.333333333,-11.706,0.04845,0.33945,0.094708742,0.135983333,0.342891667,111.7278333
155,JK Flesh,Posthuman,Brian Howe,7.6,2012,May 9 2012,3by3,Experimental,0.3587,0.9424,5.0,-3.5995,0.1204,8.06e-05,0.2007266,0.28172,0.2386,134.8256
156,Harm’s Way,Posthuman,Andy O'Connor,6.8,2018,February 10 2018,Metal Blade,Metal,0.3587,0.9424,5.0,-3.5995,0.1204,8.06e-05,0.2007266,0.28172,0.2386,134.8256
157,Darwin Deez,Songs for Imaginative People,Laura Snapes,5.0,2013,February 15 2013,Lucky Number,Pop/R&B,0.6024,0.6842,5.3,-5.4526,0.06137,0.111216,0.000291943,0.16777,0.6958,108.2689
158,GOAT,Requiem,Stuart Berman,7.3,2016,October 10 2016,Sub Pop,Experimental,0.586,0.807,6.666666667,-2.645333333,0.113766667,0.033166667,0.097758133,0.194333333,0.413666667,120.07366670000002
159,Danny!,And I Love H.E.R.: Original Motion Picture Soundtrack,Joshua Love,7.3,2008,August 19 2008,1911 Music,Electronic,0.644411765,0.723647059,6.117647058999999,-8.316117647,0.265682353,0.107852941,0.0040450209999999,0.437876471,0.624058824,112.8374706
160,Marina and the Diamonds,Electra Heart,Laura Snapes,5.9,2012,May 4 2012,Atlantic,Rock,0.5655625,0.7521875,6.875,-5.2865625,0.05336875,0.068132062,0.001726203,0.1208,0.3631375,127.6974375
161,Derek Bailey,Ballads,Dominique Leone,8.1,2002,June 26 2002,Tzadik,Experimental,0.4465,0.199375,4.625,-13.861125,0.0369375,0.88375,0.097905625,0.13965,0.253,102.131125
162,Ekkehard Ehlers,Ballads,Roque Strew,7.9,2009,May 15 2009,Staubgold,Electronic,0.4465,0.199375,4.625,-13.861125,0.0369375,0.88375,0.097905625,0.13965,0.253,102.131125
163,Crooked Fingers,Reservoir Songs EP,William Bowers,8.0,2002,May 22 2002,Merge,Rock,0.503454545,0.490272727,3.727272727,-10.047,0.051490909,0.545,0.001630939,0.322872727,0.235590909,108.2924545
164,Crooked Fingers,Reservoir Songs II EP,Joe Tangari,6.8,2010,July 6 2010,Foreign Leisure,Rock,0.503454545,0.490272727,3.727272727,-10.047,0.051490909,0.545,0.001630939,0.322872727,0.235590909,108.2924545
165,Pelle Carlberg,The Lilac Time,Stephen M. Deusner,6.2,2008,January 9 2009,Labrador,Rock,0.585,0.4859,4.5,-14.6252,0.0354,0.519,0.10014729,0.20003,0.6724,111.2647
166,Minus Story,No Rest for Ghosts,Jason Crock,7.3,2005,October 13 2005,Jagjaguwar,Rock,0.4792,0.5127,6.3,-9.2523,0.03117,0.27461,0.05580009,0.1762099999999999,0.378,123.6905
167,Morrissey,Swords,Stephen Troussé,5.0,2009,November 3 2009,Polydor,Rock,0.621363636,0.7167272729999999,6.090909091,-8.506636364,0.052536364,0.070958727,0.015864855,0.289590909,0.615363636,120.5431818
168,Lords,Swords,Cory D. Byrom,7.2,2005,September 22 2005,Jade Tree,Rock,0.621363636,0.7167272729999999,6.090909091,-8.506636364,0.052536364,0.070958727,0.015864855,0.289590909,0.615363636,120.5431818
169,Rae Sremmurd,SR3MM ,Sheldon Pearce,8.1,2018,May 8 2018,Eardruma,Rap,0.76325,0.6311,5.45,-5.95255,0.10104,0.1385325,0.000129147,0.15331,0.24452,122.0232
170,Foals,Everything Not Saved Will Be Lost Part 1,Ian Cohen,6.0,2019,March 12 2019,Warner Bros.,Rock,0.4135,0.7758,4.0,-4.5337,0.05571,0.25852297,0.2930700999999999,0.16785,0.45067,134.0523
171,Special Request,Soul Music,Larry Fitzmaurice,8.1,2013,October 24 2013,Houndstooth,Electronic,0.7218,0.3848666670000001,5.2,-8.626133333,0.0859066669999999,0.454933333,0.00138817,0.25684,0.5964666670000001,101.7834667
172,Kate Bush,The Red Shoes,Ryan Dombal,7.0,1993,January 19 2019,EMI,Pop/R&B,0.547666667,0.5578333329999999,3.666666667,-12.35975,0.038883333,0.319982583,0.218095667,0.175,0.537083333,116.5215
173,Xiu Xiu,Girl With Basket of Fruit,Grayson Haver Currin,6.0,2019,February 13 2019,Polyvinyl,Experimental,0.395888889,0.536444444,5.888888889,-12.605,0.118066667,0.327716667,0.460566667,0.144611111,0.2291,108.9162222
174,A-Trak,Infinity +1,Nate Patrin,7.8,2009,April 20 2009,Thrive,Electronic,0.529,0.736,4.0,-6.056,0.0346,0.0725,0.0,0.0832,0.394,131.944
175,Diplo,Revolution EP,Larry Fitzmaurice,5.7,2013,October 11 2013,Mad Decent,Electronic,0.7362,0.7196,8.4,-7.2172,0.0651,0.021386,0.1917238,0.10976,0.5334,103.9942
176,Vordul Mega,The Revolution of Yung Havoks,Brian Howe,7.0,2004,November 4 2004,Nature Sounds,Rap,0.6635,0.75875,4.166666667,-5.623083332999999,0.206966667,0.116385,0.0002153,0.240108333,0.7134166670000001,101.1900833
177,Yuck,Southern Skies EP,Ian Cohen,5.3,2014,April 29 2014,Self-released,Rock,0.725,0.7240000000000001,1.0,-6.195,0.126,0.176,0.0,0.136,0.741,130.045
178,Africa Hitech,93 Million Miles,Hari Ashurst,8.2,2011,May 16 2011,Warp,Electronic,0.658090909,0.7932727270000001,4.6363636360000005,-8.115909091,0.099945455,0.130217473,0.569745455,0.195954545,0.597545455,141.0074545
179,Kid Dakota,The West Is the Future,Matthew Murphy,7.2,2004,October 31 2004,Chairkickers Union,Rock,0.347777778,0.420833333,3.5555555560000003,-9.959666667,0.051422222,0.212973778,0.108386333,0.097955556,0.090566667,136.39077780000002
180,Best Coast,California Nights,Jeremy Gordon,6.4,2015,May 6 2015,Harvest,Rock,0.376416667,0.877916667,4.0,-2.9788333330000003,0.051258333,0.037533566,0.308046833,0.234983333,0.376116667,131.88933329999998
181,Booka Shade,The Sun and the Neon Light,Philip Sherburne,5.8,2008,July 1 2008,Get Physical,Electronic,0.6670714289999999,0.587071429,5.714285714,-10.99085714,0.04425,0.1748057139999999,0.8434285709999999,0.248892857,0.399064286,123.4217857
182,Grapetooth,Grapetooth,Steven Arroyo,5.9,2018,November 21 2018,Polyvinyl,Rock,0.5356,0.7848,4.9,-4.2428,0.03364,0.1317149,0.03285463,0.2393,0.5224,123.8089
183,Giant Drag,Hearts and Unicorns,Jason Crock,6.8,2005,September 29 2005,Kickball,Electronic,0.385357143,0.605622571,6.142857143,-6.753785714,0.044478571,0.10888486,0.385640786,0.226492857,0.29655,134.6832143
184,My Brightest Diamond,All Things Will Unwind,Amanda Petrusich,6.5,2011,October 19 2011,Asthmatic Kitty,Rock,0.499090909,0.241045455,5.0,-12.12145455,0.043145455,0.710545455,0.008737182,0.167409091,0.276736364,114.2140909
185,David Byrne,American Utopia,Evan Rytlewski,5.8,2018,March 12 2018,Nonesuch,Rock,0.5127,0.6448,5.8,-8.1273,0.04415,0.251842,0.000804464,0.1744099999999999,0.38672,122.1308
186,Christine and the Queens,Christine and the Queens,Laura Snapes,8.0,2015,October 26 2015,Atlantic,Pop/R&B,0.638,0.463,6.75,-9.024833333,0.043258333,0.412916667,0.006965275,0.119016667,0.352633333,110.65925
187,Kiln,Dusker,Brian Howe,5.9,2008,February 29 2008,Ghostly,Electronic,0.706272727,0.684818182,2.545454545,-10.40245455,0.063972727,0.586,0.848,0.120036364,0.419454545,117.1708182
188,Káryyn,The Quanta Series,Sasha Geffen,7.7,2019,March 30 2019,K Á R Y Y N / ANTEVASIN,Electronic,0.259818182,0.342772727,4.909090909,-13.87127273,0.044445455,0.699272727,0.344118273,0.125009091,0.054918182,100.4982727
189,Playboi Carti,Die Lit,Evan Rytlewski,8.5,2018,May 16 2018,AWGE,Rap,0.759473684,0.655842105,4.631578947,-6.145421053,0.176178947,0.082924211,1.1e-05,0.221352632,0.411368421,135.60299999999998
190,YACHT,See Mystery Lights,Rebecca Raber,8.5,2009,August 5 2009,DFA,Electronic,0.7856,0.5386,7.0,-8.5283,0.08646,0.1483735,0.112955199,0.16017,0.4697,114.3139
191,Bhad Bhabie,15,Michelle Kim,5.5,2018,September 26 2018,Atlantic,Rap,0.7856,0.5476,6.4,-8.501266667000001,0.220286667,0.116357333,0.039349126,0.1570266669999999,0.3617,139.15726669999998
192,Caleb Giles,There Will Be Rain,Matthew Strauss,7.0,2018,February 7 2018,Grand Closing,Rap,0.545,0.47875,4.0,-14.911375,0.26925,0.696375,0.127631613,0.2957875,0.511125,96.057625
193,Ra Ra Riot,Beta Love,Harley Brown,5.2,2013,January 21 2013,Barsuk,Rock,0.618545455,0.6669090910000001,5.6363636360000005,-7.1129090910000015,0.097990909,0.082513636,0.043077682,0.1875,0.679545455,146.0190909
194,The Drift,Memory Drawings,Mike Orme,7.0,2008,May 23 2008,Temporary Residence,Electronic,0.271,0.451428571,8.857142857000001,-9.402714286,0.031757143,0.19258,0.8490000000000001,0.218428571,0.209157143,112.74442859999998
195,The Deslondes,The Deslondes,Stephen M. Deusner,7.9,2015,June 4 2015,New West,Folk/Country,0.537,0.610666667,4.5,-7.182166667000001,0.041208333,0.596258333,0.093239672,0.156016667,0.697333333,116.6244167
196,Monolake,Silence,Philip Sherburne,7.8,2009,January 22 2010,Imbalance Computer Music,Electronic,0.52,0.7609999999999999,4.0,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971
197,Hovvdy,Taster,Colin Joyce,7.3,2017,April 19 2017,Double Double Whammy,Rock,0.554090909,0.466181818,4.545454545,-8.296818182,0.035863636,0.5539999999999999,0.829272727,0.193909091,0.320363636,106.2206364
198,Michael Yonkers,Grimwood,Andrew Gaerig,6.2,1974,October 22 2007,Self-released,Rock,0.430333333,0.31125,6.833333333,-13.87783333,0.10105,0.819583333,0.292566,0.162358333,0.300166667,108.1248333
199,Jeremy Jay,A Place Where We Could Go,Marc Hogan,7.6,2008,June 16 2008,K,Pop/R&B,0.567454545,0.446454545,5.818181817999999,-11.87236364,0.054245455,0.302245455,0.188762727,0.121436364,0.453727273,100.2049091
200,Okkervil River,The Stage Names,Stephen M. Deusner,8.7,2007,August 6 2007,Jagjaguwar,Rock,0.456444444,0.561888889,6.1111111110000005,-7.772333333,0.064711111,0.431566667,0.01903692,0.115277778,0.444555556,129.14344440000002
201,Âme,Dream House,Daniel Martin-McCormick,4.8,2018,June 2 2018,Innervisions,Electronic,0.660727273,0.5657272729999999,4.727272727,-10.90590909,0.046518182,0.253545455,0.712627273,0.154209091,0.343463636,117.0856364
202,Young Dro,Ralph Lauren Reefa,Jayson Greene,7.8,2012,October 15 2012,Self-released,Rap,0.684769231,0.506769231,4.230769231,-11.69784615,0.408707692,0.314053846,6.17e-06,0.379846154,0.508692308,122.5655385
203,T.I.,T.I. vs. T.I.P.,Tom Breihan,6.4,2007,July 5 2007,Atlantic,Rap,0.610555556,0.795166667,5.055555556,-5.467388889,0.218838889,0.148542778,0.0,0.217727778,0.531222222,117.4271111
204,The Dresden Dolls,"Yes, Virginia",Matt LeMay,7.6,2006,April 19 2006,Roadrunner,Rock,0.468,0.662538462,4.461538462,-4.828538462,0.045484615,0.307346154,0.020438358,0.135315385,0.458538462,130.2404615
205,MG,MG,Philip Sherburne,7.2,2015,April 29 2015,Mute,Electronic,0.482,0.5555625,6.0625,-11.8855,0.04953125,0.359434063,0.7152564370000001,0.1572125,0.23703125,114.5819375
206,Royal City,Alone at the Microphone,Jason Nickey,8.4,2001,May 1 2002,Three Gut,Rock,0.528909091,0.3613,3.818181818,-12.98445455,0.033636364,0.5926727270000001,0.095824166,0.165527273,0.443,107.21
207,The Music Tapes,Music Tapes for Clouds and Tornadoes,Rebecca Raber,7.9,2008,August 21 2008,Merge,Experimental,0.359333333,0.45112,6.4,-9.954933333,0.064726667,0.8766,0.34216884,0.216173333,0.331513333,118.81386670000002
208,Clues,Clues,Matthew Perpetua,6.4,2009,May 20 2009,Constellation,Rock,0.72125,0.616125,8.0,-12.20175,0.04715,0.1407175,0.08245375,0.1756875,0.788625,121.17175
209,Jlin,Free Fall EP,Britt Julious,7.6,2015,December 2 2015,Planet Mu,Electronic,0.6904,0.5946,3.8,-10.1764,0.3128,0.22004,0.00016822,0.12368,0.4502,119.2194
210,Ahleuchatistas,On the Culture Industry,Joe Tangari,7.8,2004,April 11 2004,Angura Sound,Rock,0.339333333,0.667166667,4.916666667,-9.617,0.0417,0.042448394,0.8590000000000001,0.150491667,0.41445,122.1345833
211,Liars,Live at Shepherds Bush Empire EP,Jess Harvell,6.5,2010,October 26 2010,Mute,Rock,0.424142857,0.452128571,4.6428571430000005,-15.26692857,0.20615,0.465428571,0.019633562,0.570071429,0.520857143,109.3002857
212,Look Mexico,Uniola,Ian Cohen,7.4,2016,July 2 2016,Tiny Engines,Rock,0.464909091,0.7658181820000001,6.181818182000001,-5.9879090910000015,0.038454545,0.150716545,0.0396156,0.1538,0.485818182,131.3209091
213,Fake Palms,Fake Palms,Stuart Berman,6.9,2015,September 1 2015,Buzz,Rock,0.268444444,0.7440000000000001,6.1111111110000005,-8.434111111,0.056177778,0.032493596,0.825666667,0.207788889,0.326988889,117.937
214,Wymond Miles,Call by Night,Raymond Cummings,7.5,2016,July 23 2016,Sacred Bones,Rock,0.525222222,0.421777778,2.777777778,-10.03888889,0.037044444,0.534888889,0.331738556,0.1474111109999999,0.296222222,115.7832222
215,Sam Wilkes,WILKES,Jay Balfour,7.3,2018,October 5 2018,Leaving,Jazz,0.304166667,0.619,5.166666667,-8.822833333,0.039666667,0.6575,0.7785,0.218,0.228333333,106.823
216,Wilco,More Like the Moon EP,Rob Mitchum,7.0,2003,April 27 2003,Wilcoworld.net,Rock,0.7140000000000001,0.31,8.0,-10.292,0.321,0.763,0.0,0.111,0.551,139.90200000000002
217,clipping.,Splendor & Misery,Mehan Jayasuriya,5.3,2016,September 6 2016,Sub Pop,Rap,0.460733333,0.5368,3.866666667,-11.1308,0.224713333,0.2613932,0.239341493,0.197253333,0.179566667,106.877
218,Spinnerette,Spinnerette,Stephen M. Deusner,2.7,2009,June 24 2009,Anthem,Rock,0.453692308,0.8807692309999999,6.153846154,-4.152,0.1022,0.045763462,0.095551256,0.260615385,0.274061538,134.1723846
219,Ida,Heart Like a River,Stephen M. Deusner,6.4,2005,February 27 2005,Polyvinyl,Rock,0.378363636,0.308181818,5.6363636360000005,-13.46345455,0.031763636,0.578490909,0.253145436,0.234081818,0.1172,121.1377273
220,Bullfrog,Bullfrog,David M. Pecoraro,5.6,2001,January 1 2002,Atlantic,Pop/R&B,0.552333333,0.8533333329999999,2.0,-6.257333332999999,0.052333333,0.000934333,0.8643333329999999,0.243433333,0.290333333,134.01533329999998
221,Tim Hecker,An Imaginary Country,Joe Colly,7.7,2009,February 25 2009,Kranky,Experimental,0.16065,0.372083333,3.416666667,-13.55758333,0.043391667,0.52721962,0.9175,0.323416667,0.079791667,95.41875
222,The Weeknd,Echoes of Silence,Andrew Ryce,8.1,2011,January 3 2012,Self-released,Pop/R&B,0.17761,0.0610042,2.5,-24.6964,0.05297,0.81150278,0.54301415,0.19147,0.04474,86.0551
223,Josiah Wolf,Jet Lag,Larry Fitzmaurice,5.6,2010,March 5 2010,Anticon,Rock,0.54,0.381,4.0,-5.356,0.0692,0.774,0.0,0.173,0.191,86.74600000000002
224,Marissa Nadler,The Sister,Grayson Currin,7.0,2012,May 31 2012,Box of Cedar,Folk/Country,0.693571429,0.7823571429999999,5.857142857,-7.9969285710000015,0.0790285709999999,0.094714286,0.119542152,0.189535714,0.822714286,99.69864286
225,Matthew Herbert,The End of Silence,Nick Neyland,7.1,2013,June 26 2013,Accidental,Electronic,0.6977272729999999,0.394090909,7.090909091,-13.53354545,0.121554545,0.318290909,0.698818182,0.121127273,0.7490909090000001,100.2043636
226,Psychic TV,Alienist,Saby Reyes-Kulkarni,7.0,2016,September 30 2016,Dais Records,Experimental,0.40425,0.7795,6.75,-9.107,0.070075,0.03755,0.062451833,0.202425,0.44725,119.31925
227,Her Space Holiday,"XOXO, Panda and the New Kid Revival",Ian Cohen,6.0,2008,January 9 2009,Mush,Electronic,0.6098571429999999,0.585,5.5,-6.084142857000001,0.036692857,0.334614286,0.005684755,0.155807143,0.480214286,99.06478571
228,TOKiMONSTA,Lune Rouge,Thea Ballard,6.8,2017,October 17 2017,Young Art,Electronic,0.625909091,0.680454545,4.454545455,-6.531272727,0.075763636,0.317518182,0.398136145,0.202818182,0.294272727,102.671
229,Swervedriver,Raise,Joe Tangari,7.3,1991,April 2 2009,Creation,Rock,0.743888889,0.720555556,7.777777778,-10.39033333,0.089344444,0.2496,0.125002967,0.301622222,0.650555556,113.22344440000002
230,Gorillaz,D Sides,Stephen Trouss,6.0,2007,November 19 2007,EMI,Electronic,0.7036,0.5879,6.2,-8.5734,0.07986,0.11784389,0.298356463,0.199645,0.56819,119.55375
